"No.","Time","Source","Destination","Protocol","Length","Info"
"168","11.379538","20.189.173.14","192.168.1.132","TCP","54","443  >  31870 [FIN, ACK] Seq=1 Ack=2 Win=16384 Len=0"
"169","11.379878","192.168.1.132","20.189.173.14","TCP","54","31870  >  443 [ACK] Seq=2 Ack=2 Win=514 Len=0"
"170","11.445525","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","98","Standard query 0x6dd3 AAAA outlook.office.com"
"171","11.446150","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","98","Standard query 0xf247 A outlook.office.com"
"172","11.446580","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","98","Standard query 0x58ab HTTPS outlook.office.com"
"173","11.674783","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","301","Standard query response 0x58ab HTTPS outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com CNAME outlook.ms-acdc.office.com CNAME JNB-efz.ms-acdc.office.com SOA ns1-ms-acdc.office.com"
"174","11.674783","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","316","Standard query response 0x6dd3 AAAA outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com CNAME outlook.ms-acdc.office.com CNAME JNB-efz.ms-acdc.office.com AAAA 2603:1006:2:1019::2 AAAA 2603:1006:2:c1d::2 AAAA 2603:1006:2:c1f::2"
"175","11.674783","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","280","Standard query response 0xf247 A outlook.office.com CNAME substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com CNAME outlook.ms-acdc.office.com CNAME JNB-efz.ms-acdc.office.com A 52.98.22.2 A 40.104.14.210 A 52.98.20.178"
"176","11.674783","20.190.181.4","192.168.1.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"177","11.676796","192.168.1.132","20.190.181.4","TLSv1.2","333","Application Data"
"178","11.677021","192.168.1.132","20.190.181.4","TCP","1494","31948  >  443 [ACK] Seq=732 Ack=4009 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"179","11.677021","192.168.1.132","20.190.181.4","TCP","1494","31948  >  443 [ACK] Seq=2172 Ack=4009 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"180","11.677021","192.168.1.132","20.190.181.4","TCP","1494","31948  >  443 [ACK] Seq=3612 Ack=4009 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"181","11.677021","192.168.1.132","20.190.181.4","TLSv1.2","479","Application Data"
"182","11.677318","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","86","31951  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"183","11.712895","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","86","31952  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"184","11.777037","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"185","11.811579","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","86","443  >  31951 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"186","11.811890","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","74","31951  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"187","11.814481","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","2349","Client Hello (SNI=outlook.office.com)"
"188","11.833827","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","86","443  >  31952 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"189","11.834100","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","74","31952  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"190","11.837220","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","1834","Client Hello (SNI=outlook.office.com)"
"191","11.980642","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","74","443  >  31951 [ACK] Seq=1 Ack=2276 Win=4194560 Len=0"
"192","11.980642","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","173","Hello Retry Request, Change Cipher Spec"
"193","11.980642","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","74","443  >  31952 [ACK] Seq=1 Ack=1761 Win=4194560 Len=0"
"194","11.980642","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","173","Hello Retry Request, Change Cipher Spec"
"195","11.980642","20.190.181.4","192.168.1.132","TCP","54","443  >  31948 [ACK] Seq=4009 Ack=3612 Win=4194560 Len=0"
"196","11.980642","20.190.181.4","192.168.1.132","TCP","54","443  >  31948 [ACK] Seq=4009 Ack=5477 Win=4194560 Len=0"
"197","11.983074","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","1195","Change Cipher Spec, Client Hello (SNI=outlook.office.com)"
"198","11.985066","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","680","Change Cipher Spec, Client Hello (SNI=outlook.office.com)"
"199","12.154477","192.168.1.132","10.8.25.133","TCP","66","[TCP Retransmission] 31950  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"200","12.158386","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","365","Server Hello, Application Data"
"201","12.158386","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","1514","Server Hello"
"202","12.158386","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","1514","443  >  31952 [ACK] Seq=1540 Ack=2367 Win=4194048 Len=1440 [TCP segment of a reassembled PDU]"
"203","12.158386","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","1514","443  >  31952 [ACK] Seq=2980 Ack=2367 Win=4194048 Len=1440 [TCP segment of a reassembled PDU]"
"204","12.158386","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","275","Application Data"
"205","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=4009 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"206","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=5469 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"207","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=6929 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"208","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=8389 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"209","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=9849 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"210","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=11309 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"211","12.158386","20.190.181.4","192.168.1.132","TCP","1514","443  >  31948 [ACK] Seq=12769 Ack=5477 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"212","12.158386","20.190.181.4","192.168.1.132","TLSv1.2","1018","Application Data"
"213","12.158790","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","74","31952  >  443 [ACK] Seq=2367 Ack=4621 Win=132352 Len=0"
"214","12.159038","192.168.1.132","20.190.181.4","TCP","54","31948  >  443 [ACK] Seq=5477 Ack=15193 Win=132352 Len=0"
"215","12.160398","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","148","Application Data"
"216","12.163208","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","166","Application Data"
"217","12.163844","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","463","Application Data"
"218","12.166323","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","148","Application Data"
"219","12.186685","192.168.1.107","192.168.1.255","NBNS","92","Name query NB NLB_GRZ<00>"
"220","12.357681","192.168.1.132","20.190.181.4","TCP","54","31948  >  443 [FIN, ACK] Seq=5477 Ack=15193 Win=132352 Len=0"
"221","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","533","Application Data"
"222","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","136","Application Data"
"223","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","533","Application Data"
"224","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","136","Application Data"
"225","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","105","Application Data"
"226","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","799","Application Data"
"227","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","206","Application Data"
"228","12.362826","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","105","Application Data"
"229","12.363103","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","74","31951  >  443 [ACK] Seq=3952 Ack=1831 Win=132352 Len=0"
"230","12.363187","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TCP","74","31952  >  443 [ACK] Seq=2441 Ack=5142 Win=131840 Len=0"
"231","12.364628","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2603:1006:2:1019::2","TLSv1.3","105","Application Data"
"232","12.393763","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","114","Standard query 0xa7b7 AAAA res.public.onecdn.static.microsoft"
"233","12.394343","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","114","Standard query 0x7791 A res.public.onecdn.static.microsoft"
"234","12.394730","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","114","Standard query 0x9c13 HTTPS res.public.onecdn.static.microsoft"
"235","12.413874","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","106","Standard query 0xb34c A europe.cp.wd.microsoft.com"
"236","12.414116","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","fd8c:9225:cb4d:10::1","DNS","106","Standard query 0x2577 AAAA europe.cp.wd.microsoft.com"
"237","12.484780","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","320","Standard query response 0x9c13 HTTPS res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net SOA n0dscd.akamai.net"
"238","12.541575","2603:1006:2:1019::2","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","74","443  >  31951 [ACK] Seq=1831 Ack=3983 Win=4194560 Len=0"
"239","12.559511","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","277","Standard query response 0x2577 AAAA europe.cp.wd.microsoft.com CNAME wd-prod-cp-eu.trafficmanager.net CNAME wd-prod-cp-eu-west-4-fe.westeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"240","12.564799","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","232","Standard query response 0xb34c A europe.cp.wd.microsoft.com CNAME wd-prod-cp-eu.trafficmanager.net CNAME wd-prod-cp-eu-west-4-fe.westeurope.cloudapp.azure.com A 20.13.58.154"
"241","12.566510","192.168.1.132","20.13.58.154","TCP","66","31953  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"242","12.613003","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","312","Standard query response 0xa7b7 AAAA res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net AAAA 2600:1416:7000:3::210:a2ba AAAA 2600:1416:7000:3::210:a2a0"
"243","12.642757","20.190.181.4","192.168.1.132","TCP","54","443  >  31948 [FIN, ACK] Seq=15193 Ack=5478 Win=4194560 Len=0"
"244","12.642906","192.168.1.132","20.190.181.4","TCP","54","31948  >  443 [ACK] Seq=5478 Ack=15194 Win=132352 Len=0"
"245","12.799636","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"246","12.901424","192.168.1.107","192.168.1.255","NBNS","92","Name query NB MP_GRZ<19>"
"247","12.905627","20.13.58.154","192.168.1.132","TCP","66","443  >  31953 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"248","12.905627","fd8c:9225:cb4d:10::1","fd8c:9225:cb4d:10:4fa:db4c:8d94:6147","DNS","288","Standard query response 0x7791 A res.public.onecdn.static.microsoft CNAME res-ocdi-public.trafficmanager.net CNAME res-1.public.onecdn.static.microsoft CNAME res-ocdi-stls-prod.edgesuite.net CNAME a434.dscd.akamai.net A 2.17.165.7 A 2.17.165.8"
"249","12.905944","192.168.1.132","20.13.58.154","TCP","54","31953  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"250","12.908560","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","1292","Initial, DCID=f0de095e247d6ee4, PKN: 1, PING, PADDING, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PING"
"251","12.908713","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","1292","Initial, DCID=f0de095e247d6ee4, PKN: 2, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, PADDING, PING"
"252","12.909327","192.168.1.132","20.13.58.154","TLSv1.3","360","Client Hello (SNI=europe.cp.wd.microsoft.com)"
"253","12.968031","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TCP","86","31954  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"254","13.028854","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","1292","Initial, DCID=f0de095e247d6ee4, PKN: 4, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING"
"255","13.049000","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Initial, SCID=0672777ac401202e, PKN: 1, ACK, PADDING"
"256","13.049000","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Initial, SCID=0672777ac401202e, PKN: 2, CRYPTO, PADDING"
"257","13.049000","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Handshake, SCID=0672777ac401202e"
"258","13.049000","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Handshake, SCID=0672777ac401202e"
"259","13.049000","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","462","Handshake, SCID=0672777ac401202e"
"260","13.049918","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","101","Handshake, DCID=0672777ac401202e"
"261","13.055480","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","157","Handshake, DCID=0672777ac401202e"
"262","13.055775","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","133","Protected Payload (KP0), DCID=0672777ac401202e"
"263","13.056369","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","437","Protected Payload (KP0), DCID=0672777ac401202e"
"264","13.092262","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","86","443  >  31954 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1344 SACK_PERM WS=128"
"265","13.092481","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TCP","74","31954  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"266","13.093962","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TLSv1.3","1818","Client Hello (SNI=res.public.onecdn.static.microsoft)"
"267","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Handshake, SCID=0672777ac401202e"
"268","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","365","Protected Payload (KP0)"
"269","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","366","Protected Payload (KP0)"
"270","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","119","Protected Payload (KP0)"
"271","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","83","Protected Payload (KP0)"
"272","13.172093","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","144","Protected Payload (KP0)"
"273","13.173161","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","229","Protected Payload (KP0), DCID=0672777ac401202e"
"274","13.173481","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"275","13.173695","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"276","13.182233","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","927","Protected Payload (KP0)"
"277","13.182233","20.13.58.154","192.168.1.132","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"278","13.182233","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"279","13.182462","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"280","13.183067","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","97","Protected Payload (KP0), DCID=0672777ac401202e"
"281","13.183235","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"282","13.189229","192.168.1.132","20.13.58.154","TLSv1.3","431","Change Cipher Spec, Client Hello (SNI=europe.cp.wd.microsoft.com)"
"283","13.192104","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"284","13.192104","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"285","13.192252","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"286","13.192630","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"287","13.203602","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"288","13.203602","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"289","13.203602","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"290","13.203602","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"291","13.203602","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"292","13.204168","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"293","13.204384","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"294","13.204469","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"295","13.213972","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"296","13.213972","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"297","13.215246","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"298","13.223116","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"299","13.223116","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"300","13.223116","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"301","13.223759","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"302","13.224140","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"303","13.224140","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","74","443  >  31954 [ACK] Seq=1 Ack=1345 Win=64128 Len=0"
"304","13.224140","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"305","13.224581","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"306","13.230208","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"307","13.230208","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"308","13.230501","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TCP","1514","443  >  31954 [PSH, ACK] Seq=1441 Ack=1745 Win=64128 Len=1440 [TCP segment of a reassembled PDU]"
"309","13.230501","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","TLSv1.3","1080","Application Data, Application Data, Application Data"
"310","13.230524","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"311","13.230574","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TCP","74","31954  >  443 [ACK] Seq=1745 Ack=3887 Win=131584 Len=0"
"312","13.235233","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"313","13.238101","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","TLSv1.3","154","Change Cipher Spec, Application Data"
"314","13.241419","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"315","13.241737","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"316","13.252224","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"317","13.252224","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"318","13.252224","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"319","13.252224","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"320","13.252224","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
"321","13.252663","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"322","13.252816","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","2600:1416:7000:3::210:a2ba","QUIC","93","Protected Payload (KP0), DCID=0672777ac401202e"
"323","13.259230","2600:1416:7000:3::210:a2ba","2c0f:2a80:2552:e10:4fa:db4c:8d94:6147","QUIC","1292","Protected Payload (KP0)"
